AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY ABBREviation,Total valid votes polled,POSITION
184,KASRAWAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,3572,3
184,KASRAWAD,GEN,PARASRAM YADAV,M,GEN,43,IND,585,9
184,KASRAWAD,GEN,RAVARAM MINA,M,GEN,50,IND,1059,8
184,KASRAWAD,GEN,SACHIN SUBHASHCHANDRA YADAV,M,GEN,31,INC,79685,1
185,KHARGONE,GEN,AASHEESH MAHESH PATIDAR,M,GEN,26,IND,565,11
185,KHARGONE,GEN,AJAZ SHEIKH MAMA,M,GEN,60,SP,790,9
185,KHARGONE,GEN,BALKRISHAN PATIDAR,M,GEN,60,BJP,74519,1
185,KHARGONE,GEN,BALKRISHANA MAHAJAN (BALU BHAIYA),M,GEN,45,NCP,1263,7
185,KHARGONE,GEN,BHAGWAN DANDIR,M,GEN,41,IND,574,10
185,KHARGONE,GEN,DILEEP MANGAT,M,GEN,38,IND,311,13
185,KHARGONE,GEN,HABIB SURUR,M,GEN,59,IND,1036,8
185,KHARGONE,GEN,K.K. KHAISHAGI ADVOCATE,M,GEN,46,CPI,1900,4
185,KHARGONE,GEN,NASIR KHAN,M,GEN,35,BSP,1442,5
185,KHARGONE,GEN,None of the Above,NULL,NULL,NULL,NOTA,2232,3
185,KHARGONE,GEN,RAMESHWAR BADOLE,M,SC,41,IND,398,12
185,KHARGONE,GEN,RAVI RAMESH CHANDRA JOSHI,M,GEN,47,INC,67694,2
185,KHARGONE,GEN,SURESH KUMAR KARMA,M,GEN,59,IND,1319,6
186,BHAGWANPURA,ST,GAJENGRA SINGH,M,ST,37,BJP,65431,2
186,BHAGWANPURA,ST,GANGARAM,M,ST,49,IND,778,10
186,BHAGWANPURA,ST,JHAMRAL,M,ST,54,NCP,2980,5
186,BHAGWANPURA,ST,JVANASING,M,ST,29,IND,913,9
186,BHAGWANPURA,ST,KIRANSINGH,M,ST,32,CPI,4582,4
186,BHAGWANPURA,ST,LALSINGH,M,ST,62,IND,1003,8
186,BHAGWANPURA,ST,None of the Above,NULL,NULL,NULL,NOTA,5166,3
186,BHAGWANPURA,ST,SURESH,M,ST,37,BSP,2227,6
186,BHAGWANPURA,ST,SURESH,M,ST,40,IND,2115,7
186,BHAGWANPURA,ST,VIJAY SINGH,M,ST,45,INC,67251,1
187,SENDHWA (S.T.),ST,ANTARSINGH RAOJI ARYA,M,ST,54,BJP,88821,1
187,SENDHWA (S.T.),ST,DAYARAM PATEL,M,ST,53,INC,63135,2
187,SENDHWA (S.T.),ST,LAKHA DUDWE,M,ST,42,IND,3638,4
187,SENDHWA (S.T.),ST,MOHAN CHOUHAN,M,ST,56,BSP,2011,5
187,SENDHWA (S.T.),ST,None of the Above,NULL,NULL,NULL,NOTA,4984,3
187,SENDHWA (S.T.),ST,RATANSINGH  SUBHAN MEHTA,M,ST,62,IND,1005,6
188,RAJPUR (S.T.),ST,BALA BACHCHAN,M,ST,47,INC,82167,1
188,RAJPUR (S.T.),ST,DEVISINGH PATEL,M,ST,55,BJP,70971,2
188,RAJPUR (S.T.),ST,JYOTI  SUKHLAL KAMRED,F,ST,33,CPI,4415,3
188,RAJPUR (S.T.),ST,KARAN DAULATRAM,M,ST,46,IND,1830,6
188,RAJPUR (S.T.),ST,None of the Above,NULL,NULL,NULL,NOTA,3223,4
188,RAJPUR (S.T.),ST,RANCHOD MAVDE,M,ST,64,BSP,1932,5
188,RAJPUR (S.T.),ST,RATANSINGH SUBHAN MEHTA,M,ST,62,IND,1824,7
189,PANSEMAL (S.T.),ST,DIWANSINGH  VITHAL PATEL,M,ST,51,BJP,77919,1
189,PANSEMAL (S.T.),ST,MISS CHANDRABHAGA KIRADE,F,ST,60,INC,70537,2
189,PANSEMAL (S.T.),ST,None of the Above,NULL,NULL,NULL,NOTA,9288,3
190,BARWANI (S.T.),ST,GULSINGH PEMA,M,ST,38,SP,2279,7
190,BARWANI (S.T.),ST,KANSINGH PATEL NAHALA,M,ST,64,BSP,5133,4
190,BARWANI (S.T.),ST,KARAN BURMAN,M,ST,38,SamSP,3557,6
190,BARWANI (S.T.),ST,None of the Above,NULL,NULL,NULL,NOTA,7430,3
190,BARWANI (S.T.),ST,PREMSINGH PATEL,M,ST,52,BJP,67234,2
190,BARWANI (S.T.),ST,RAMESH PATEL,M,ST,40,INC,77761,1
190,BARWANI (S.T.),ST,SHANTILAL HOLGAON,M,ST,55,IND,5017,5
191,ALIRAJPUR,ST,BHADIYA DAWAR,M,ST,56,IND,1311,7
191,ALIRAJPUR,ST,CHOUHAN NAGARSINGH,M,ST,35,BJP,68501,1
191,ALIRAJPUR,ST,JALAM SINGH PATEL,M,ST,46,JD(U),1631,6
191,ALIRAJPUR,ST,KALAM SINGH  MANDLOI,M,ST,31,SP,2110,5
191,ALIRAJPUR,ST,None of the Above,NULL,NULL,NULL,NOTA,4188,3
191,ALIRAJPUR,ST,PATEL ANTARSINGH,M,ST,33,BSP,2923,4
191,ALIRAJPUR,ST,SENA MAHESH PATEL,F,ST,35,INC,51132,2
192,JOBAT ,ST,BAGHEL SEKUSINGH,M,ST,42,JD(U),1120,9
192,JOBAT ,ST,BALU NINAMA,M,ST,28,BSP,5354,5
192,JOBAT ,ST,CHANDARSINGH,M,ST,55,SP,2568,7
192,JOBAT ,ST,CHANDRAKANTA JOBAT,F,ST,59,IND,1457,8
192,JOBAT ,ST,MADHOSINGH DAWAR,M,ST,61,BJP,45793,1
192,JOBAT ,ST,MOJESINGH,M,ST,41,NCP,2597,6
192,JOBAT ,ST,MUKAMSINGH DAWAR,M,ST,33,IND,19486,3
192,JOBAT ,ST,None of the Above,NULL,NULL,NULL,NOTA,5689,4
192,JOBAT ,ST,VISHAL RAWAT,M,ST,33,INC,34742,2
193,JHABUA,ST,DINESH CHOUHAN,M,ST,25,IND,2117,7
193,JHABUA,ST,GUDDUSINGH DAMOR,M,ST,25,BHBP,594,13
193,JHABUA,ST,JAVA MEDA,M,ST,48,SP,591,14
193,JHABUA,ST,JEVIYAR MEDA,M,ST,37,INC,40729,2
193,JHABUA,ST,KALAWATI  NAGARSINGH  BHURIYA,F,ST,42,IND,18311,3
193,JHABUA,ST,KAMCHAND (KAMTA DAMOR),M,ST,37,BA S D,1065,12
193,JHABUA,ST,MADAN  DOLA  VASUNIYA,M,ST,48,BSP,2213,5
193,JHABUA,ST,NARVESINGH,M,ST,40,IND,1253,10
193,JHABUA,ST,None of the Above,NULL,NULL,NULL,NOTA,5126,4
193,JHABUA,ST,PREM BARIYA,M,ST,39,IND,2102,8
193,JHABUA,ST,SHANTILAL BILWAL,M,ST,32,BJP,56587,1
193,JHABUA,ST,SUNIL NINAMA,M,ST,30,NCP,2185,6
193,JHABUA,ST,VISHAL RATHORE,M,ST,33,SHS,1109,11
193,JHABUA,ST,YASHWINTA  MAHONIYA,F,ST,31,IND,1425,9
194,THANDLA,ST,AMARSINGH PARMAR,M,ST,36,BA S D,2543,7
194,THANDLA,ST,GENDAL DAMOR,M,ST,40,INC,58549,2
194,THANDLA,ST,GOURSINGH VASUNIYA,M,ST,46,BJP,26827,3
194,THANDLA,ST,ILIYAS BHAI MACHAR,M,ST,30,BSP,2868,6
194,THANDLA,ST,KALSINGH BHABAR,M,ST,40,IND,63665,1
194,THANDLA,ST,KALUSINGH NALWAYA,M,ST,55,IND,4003,4
194,THANDLA,ST,KASANA PARGI,M,ST,48,IND,1821,9
194,THANDLA,ST,MASUL BHURIYA,M,ST,70,IND,1610,10
194,THANDLA,ST,MUKESH DAMAR,M,ST,30,SP,1308,11
194,THANDLA,ST,None of the Above,NULL,NULL,NULL,NOTA,3917,5
194,THANDLA,ST,TOLSING BHURIYA,M,ST,28,JD(U),1954,8
195,PETLAWAD,ST,BHARATSINGH ARAD,M,ST,48,JD(U),1870,7
195,PETLAWAD,ST,KAMAJI HAVAJI,M,ST,56,BSP,5053,3
195,PETLAWAD,ST,NIRMALA DILIPSINGH BHURIYA,F,ST,45,BJP,80384,1
195,PETLAWAD,ST,None of the Above,NULL,NULL,NULL,NOTA,4492,4
195,PETLAWAD,ST,PRAKASH PARGI,M,ST,29,SP,2745,5
195,PETLAWAD,ST,RAMESHWAR SINGAR,M,ST,38,BHBP,2195,6
195,PETLAWAD,ST,VALSINGH MAIDA,M,ST,48,INC,63368,2
196,SARDARPUR,ST,DINESH CHOUHAN KARNAVAD,M,ST,28,BSP,2572,4
196,SARDARPUR,ST,KHUMAN SINGH BARIYA,M,ST,53,BHBP,1538,6
196,SARDARPUR,ST,MEHTAB SINGH MAVI UNDELI,M,ST,60,NCP,2228,5
196,SARDARPUR,ST,None of the Above,NULL,NULL,NULL,NOTA,2911,3
196,SARDARPUR,ST,PRATAP GREWAL,M,ST,46,INC,59663,2
196,SARDARPUR,ST,RUKHAMA BORADI,F,ST,26,IND,1186,7
196,SARDARPUR,ST,WELSINGH BHURIYA,M,ST,34,BJP,60192,1
197,Gandhwani,ST,AMAR SINGH SOLANKI,M,ST,30,IND,2496,4
197,Gandhwani,ST,KAVITA KRISHNAPAL SINGH CHOUHAN,F,ST,26,BSP,2103,5
197,Gandhwani,ST,None of the Above,NULL,NULL,NULL,NOTA,4817,3
197,Gandhwani,ST,PARWAT SINGH MANDLOI BANDHANIA,M,ST,48,NCP,1473,7
197,Gandhwani,ST,SARDARSINGH MEDA,M,ST,46,BJP,54434,2
197,Gandhwani,ST,SUKHLAL SISODIYA,M,ST,33,IND,1551,6
197,Gandhwani,ST,UMANG SINGHAR,M,ST,39,INC,66760,1
198,KUKSHI ,ST,AMARSINGH CHOUHAN,M,ST,48,IND,1253,7
198,KUKSHI ,ST,BHERUSINGH MANDLOI,M,ST,36,SHS,2309,4
198,KUKSHI ,ST,KIRADE MUKAMSINGH KISHANSINGH,M,ST,43,BJP,46343,2
198,KUKSHI ,ST,None of the Above,NULL,NULL,NULL,NOTA,3964,3
198,KUKSHI ,ST,RAJENDRASINGH CHOUHAN UMRALI,M,ST,40,NCP,1453,6
198,KUKSHI ,ST,RAMLAL SOLANKI,M,ST,29,BSP,1582,5
198,KUKSHI ,ST,SURENDRASINGH HANI BAGHEL,M,ST,36,INC,89111,1
199,MANAWAR,ST,AJAY RAWAT,M,ST,32,BSP,1776,5
199,MANAWAR,ST,BHARAT SOLANKI,M,ST,45,IND,1624,7
199,MANAWAR,ST,GOPAL KANNOJ,M,ST,40,IND,29238,3
199,MANAWAR,ST,INDERSINGH NINGWAL,M,ST,51,IND,838,10
199,MANAWAR,ST,MOHAN BHABAR,M,ST,25,SHS,863,9
199,MANAWAR,ST,NARSINGH DAWAR,M,ST,28,IND,1666,6
199,MANAWAR,ST,NIRANJAN DAWAR LONI,M,ST,34,INC,53654,2
199,MANAWAR,ST,None of the Above,NULL,NULL,NULL,NOTA,2497,4
199,MANAWAR,ST,RANJANA BAGHEL,F,ST,48,BJP,55293,1
199,MANAWAR,ST,SONA THAKUR,F,ST,42,NCP,1613,8
200,DHARAMPURI,ST,GULAB SINGH GIRWAL,M,ST,60,BSP,1934,5
200,DHARAMPURI,ST,KALUSINGH THAKUR,M,ST,54,BJP,65069,1
200,DHARAMPURI,ST,MOHABBAT WASKEL,M,ST,39,NCP,2472,4
200,DHARAMPURI,ST,MOHAN SINGH,M,ST,36,SP,1048,6
200,DHARAMPURI,ST,None of the Above,NULL,NULL,NULL,NOTA,3964,3
200,DHARAMPURI,ST,PACHILAL MEDA,M,ST,40,INC,57496,2
201,DHAR ,GEN,BALU SINGH (BALAJI),M,GEN,44,IND,135,16
201,DHAR ,GEN,DHANNALAL CHOUHAN,M,SC,43,BSP,1752,5
201,DHAR ,GEN,GHANSHYAM SOLANKI,M,GEN,40,IND,143,14
201,DHAR ,GEN,JAMILA BEE  POORV PARSHAD,F,GEN,46,IND,676,10
201,DHAR ,GEN,KUNW. BALMUKUND SINGH GAUTAM,M,GEN,54,INC,74142,2
201,DHAR ,GEN,MUKESH RAM SINGH PARMAR,M,ST,26,IND,137,15
201,DHAR ,GEN,NAVAL KISHOR SHARMA,M,GEN,41,IND,1960,4
201,DHAR ,GEN,NEENA VIKRAM VERMA,F,GEN,53,BJP,85624,1
201,DHAR ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1295,7
201,DHAR ,GEN,PRABHU RATHORE,M,GEN,49,IND,1961,3
201,DHAR ,GEN,RAJESH RATHOD,M,GEN,36,IND,214,13
201,DHAR ,GEN,SALAM NETA,M,GEN,48,NCP,791,9
201,DHAR ,GEN,SANDEEP KUMAR KANES,M,ST,28,IND,1224,8
201,DHAR ,GEN,SHYAM MAMA THAKUR,M,GEN,43,IND,619,11
201,DHAR ,GEN,SUNIL SAWANT  (BHAU),M,GEN,52,IND,1730,6
201,DHAR ,GEN,UP SARPANCH RATAN LAL TAILOR SAHAAB,M,GEN,55,IND,246,12
202,BADNAWAR,GEN,BHANVARSINGH SHEKHAWAT,M,GEN,62,BJP,73738,1
202,BADNAWAR,GEN,DILIP KAILASHCHANDRA PATIDAR,M,GEN,38,IND,735,8
202,BADNAWAR,GEN,ISHWARSINGH SHANKARSINGH DODIYA,M,GEN,27,IND,1704,5
202,BADNAWAR,GEN,"MADAN DOLIYA ""KHEDI"" BIDWAL",M,GEN,40,IND,831,7
202,BADNAWAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,2504,4
202,BADNAWAR,GEN,RAJVARDHANSINGH PREMSINGH DATTIGAON,M,GEN,39,INC,63926,2
202,BADNAWAR,GEN,SHERSINGH,M,ST,45,IND,976,6
202,BADNAWAR,GEN,TULSIRAM PATIDAR,M,GEN,50,BSP,2790,3
203,DEPALPUR ,GEN,GOKUL BODANA,M,GEN,27,IND,221,10
203,DEPALPUR ,GEN,JEETU PARDESHI,M,GEN,35,BSP,2017,3
203,DEPALPUR ,GEN,MAHESH PARIHAR,M,GEN,31,IND,217,11
203,DEPALPUR ,GEN,MANOJ NIRBHAYSINGH PATEL,M,GEN,40,BJP,93264,1
203,DEPALPUR ,GEN,MANOJ PATEL,M,GEN,28,IND,420,9
203,DEPALPUR ,GEN,MOHAMMAD ARSHAD,M,GEN,38,IND,604,7
203,DEPALPUR ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1897,4
203,DEPALPUR ,GEN,PRAKASH AGRAWAL,M,GEN,28,IND,471,8
203,DEPALPUR ,GEN,SANTOSH CHOUHAN,M,GEN,33,IND,831,6
203,DEPALPUR ,GEN,SATYANARAYAN PATEL,M,GEN,46,INC,63067,2
203,DEPALPUR ,GEN,VISHNU BAROD (KALOTA),M,GEN,27,BA S D,1373,5
204,INDORE-1,GEN,ABDUL RAUF MEV,M,GEN,37,IND,557,9
204,INDORE-1,GEN,AJEET KUMAR JAIN PATWA (DHARTI PAKAD),M,GEN,60,IND,204,11
204,INDORE-1,GEN,ARYA SUDARSHAN GUPTA,M,GEN,54,BJP,99558,1
204,INDORE-1,GEN,ASHFAQ HUSAIN,M,GEN,63,SP,636,7
204,INDORE-1,GEN,DEVESH SANGHVI (JAIN),M,GEN,40,IND,1892,5
204,INDORE-1,GEN,KAMLESH KHANDELWAL,M,GEN,41,IND,45382,2
204,INDORE-1,GEN,None of the Above,NULL,NULL,NULL,NOTA,2335,4
204,INDORE-1,GEN,PRADEEP YADAV DEEPU,M,GEN,34,INC,37595,3
204,INDORE-1,GEN,RAFIQ KHAN (CHUNNU),M,GEN,46,SBI,399,10
204,INDORE-1,GEN,RAMADHAR MORYA,M,GEN,63,BSP,1094,6
204,INDORE-1,GEN,SADAQAT ULLAH QURESHI,M,GEN,38,IND,584,8
205,INDORE-2,GEN,CHHOTU SHUKLA,M,GEN,61,INC,42652,2
205,INDORE-2,GEN,JITENDRA JAGDISH KAKORE,M,SC,30,IND,184,10
205,INDORE-2,GEN,None of the Above,NULL,NULL,NULL,NOTA,4919,3
205,INDORE-2,GEN,PRINCE YOHAN,M,GEN,54,NCP,656,6
205,INDORE-2,GEN,RAJEEV JAIN,M,GEN,30,IND,301,9
205,INDORE-2,GEN,RAJENDRA CHOUDHARY,M,GEN,47,BSP,2378,4
205,INDORE-2,GEN,RAMESH MENDOLA,M,GEN,53,BJP,133669,1
205,INDORE-2,GEN,RUDRAPAL YADAV ADVOCATE,M,GEN,54,CPI,1151,5
205,INDORE-2,GEN,SALIM EBRAHIM,M,GEN,51,SP,392,7
205,INDORE-2,GEN,TH DHARAMRAJ SINGH,M,GEN,49,IND,388,8
206,INDORE-3,GEN,AKBAR AHMAD,M,GEN,52,SP,408,5
206,INDORE-3,GEN,ASHWIN JOSHI,M,GEN,53,INC,55016,2
206,INDORE-3,GEN,ASHWIN VERMA,M,SC,30,IND,92,12
206,INDORE-3,GEN,HARBHAJAN SINGH ARORA (RAJU BHAI),M,GEN,39,IND,174,8
206,INDORE-3,GEN,INDRAPAL RAJ (VERMA),M,SC,43,BSP,683,4
206,INDORE-3,GEN,JAFAR KHAN,M,GEN,35,NPEP,97,11
206,INDORE-3,GEN,JAGDISH SHARMA,M,GEN,52,IND,59,15
206,INDORE-3,GEN,KESHAR SINGH CHUNNILAL KURADIA,M,SC,51,IND,70,14
206,INDORE-3,GEN,KISHAN SHARMA,M,GEN,50,IND,104,10
206,INDORE-3,GEN,MAJJU,M,GEN,50,IND,141,9
206,INDORE-3,GEN,MANISH PUROHIT,M,GEN,37,IND,231,7
206,INDORE-3,GEN,MISS USHA THAKUR (DIDI),F,GEN,47,BJP,68334,1
206,INDORE-3,GEN,None of the Above,NULL,NULL,NULL,NOTA,1913,3
206,INDORE-3,GEN,SITARAM KUSHWAH,M,GEN,40,IND,308,6
206,INDORE-3,GEN,SYED NIZAM AHMAD,M,GEN,36,IND,79,13
207,Indore-4,GEN,DR B P TIWARI,M,GEN,71,IND,271,7
207,Indore-4,GEN,MALINI LAXMAN SINGH GAUR,F,GEN,52,BJP,91998,1
207,Indore-4,GEN,NASIR KHAN,M,GEN,52,SP,530,5
207,Indore-4,GEN,None of the Above,NULL,NULL,NULL,NOTA,2633,3
207,Indore-4,GEN,OM JHAWAR,M,GEN,57,BSP,1182,4
207,Indore-4,GEN,SUNNY DILIP PARIYANI,M,GEN,28,IND,415,6
207,Indore-4,GEN,SURESH MINDA,M,GEN,67,INC,58175,2
208,INDORE-5,GEN,ABDUL ROUF,M,GEN,62,SDPI,1335,5
208,INDORE-5,GEN,ADVOCATE RAJENDRA YADAV,M,GEN,55,SP,229,12
208,INDORE-5,GEN,DHEERAJ (GABBAR) SISODIA,M,GEN,28,IND,157,14
208,INDORE-5,GEN,DHEERAJ BOURASI (PASEE),M,SC,53,IND,138,17
208,INDORE-5,GEN,IMRAN KHAN,M,GEN,28,IND,145,16
208,INDORE-5,GEN,JAIPRAKASH DENIEL SINGH BRIGADIER (RETIRED),M,GEN,61,BSP,1362,4
208,INDORE-5,GEN,LALIT PAWAR,M,GEN,26,NCP,614,7
208,INDORE-5,GEN,MAHENDRA HARDIA,M,GEN,60,BJP,106111,1
208,INDORE-5,GEN,MAYUR,M,GEN,27,IND,368,8
208,INDORE-5,GEN,NAGESHWAR PRASAD DWIVEDI,M,GEN,45,IND,170,13
208,INDORE-5,GEN,NARENDRA KUSHWAH,M,GEN,34,IND,294,10
208,INDORE-5,GEN,None of the Above,NULL,NULL,NULL,NOTA,2743,3
208,INDORE-5,GEN,PANKAJ SANGHVI,M,GEN,52,INC,91693,2
208,INDORE-5,GEN,PRABHU LAL AKHAND ADVOCATE BAIRWA,M,SC,57,IND,320,9
208,INDORE-5,GEN,RAJKARAN URF TIMAYI BHAIYA,M,GEN,41,IND,996,6
208,INDORE-5,GEN,SUBHASH CHANDRA GUPTA (GARG),M,GEN,60,SAP,152,15
208,INDORE-5,GEN,THAKUR DILIP SEN,M,GEN,49,IND,84,18
208,INDORE-5,GEN,VIJAY KATIYAR,M,GEN,25,IND,248,11
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,ADHIR PAUL,M,GEN,28,IND,143,10
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,ANTERSINGH DARBAR,M,GEN,55,INC,77632,2
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,ARUN CHAUHAN,M,GEN,55,CPM,1092,4
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,ASHOK MISHRA,M,GEN,38,IND,180,9
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,EKRAR KHAN,M,GEN,33,IND,326,7
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,KAILASH VIJAYVARGIYA,M,GEN,57,BJP,89848,1
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,NISAR PATEL,M,GEN,25,SP,187,8
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2248,3
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,ONKAR SINGH KATARE,M,ST,31,IND,646,6
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,PREMCHAND TAANK,M,SC,47,BSP,870,5
209,DR.AMBEDKAR NAGAR -Mhow ,GEN,SHAIKH SHARAFAT,M,GEN,37,JD(U),107,11
210,RAU ,GEN,ANAND OMPRAKASH BHATIA,M,GEN,28,IND,486,5
210,RAU ,GEN,ANIL JITU JIRATEE,M,GEN,36,IND,431,6
210,RAU ,GEN,JEETU JIRATI,M,GEN,38,BJP,73326,2
210,RAU ,GEN,JITU PATWARI,M,GEN,39,INC,91885,1
210,RAU ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2697,3
210,RAU ,GEN,PREM SINGH GURJAR (CAPTAIN),M,GEN,55,BSP,776,4
210,RAU ,GEN,SANNY,M,GEN,32,SP,247,7
211,SANWER,SC,DINESH,M,SC,43,IND,625,7
211,SANWER,SC,KARAN SOLANKI ADVOCATE,M,SC,59,IND,758,6
211,SANWER,SC,None of the Above,NULL,NULL,NULL,NOTA,2137,3
211,SANWER,SC,PIYUSH SINGH BILLONIA,M,SC,29,BA S D,1745,5
211,SANWER,SC,PRAKASH PARMAR,M,SC,32,BSP,2091,4
211,SANWER,SC,RAJESH SONKAR,M,SC,45,BJP,87292,1
211,SANWER,SC,ROHIT RAGHUVEER,M,SC,31,IND,589,8
211,SANWER,SC,TULSIRAM SILAWAT,M,SC,58,INC,69709,2
212,NAGADA - KHACHAROD ,GEN,ANIL THAKUR,M,GEN,26,IND,235,12
212,NAGADA - KHACHAROD ,GEN,DILIP GURJAR,M,GEN,50,INC,61921,2
212,NAGADA - KHACHAROD ,GEN,DILIP SINGH SHEKHAWAT,M,GEN,47,BJP,78036,1
212,NAGADA - KHACHAROD ,GEN,FIROZ AZAM,M,GEN,43,IND,459,9
212,NAGADA - KHACHAROD ,GEN,GOVARDHANLAL,M,SC,33,IND,169,13
212,NAGADA - KHACHAROD ,GEN,HUKUM SINGH PANWAR,M,GEN,36,IND,811,7
212,NAGADA - KHACHAROD ,GEN,JAGDISH CHANDRA PRAJAPATI,M,GEN,58,IND,167,14
212,NAGADA - KHACHAROD ,GEN,KALURAM RATHORE,M,SC,67,BSP,982,5
212,NAGADA - KHACHAROD ,GEN,KELASH AHIRWAR,M,SC,42,IND,257,11
212,NAGADA - KHACHAROD ,GEN,KUNWAR NAYAB UDDIN JHIRNYA,M,GEN,38,SP,1975,3
212,NAGADA - KHACHAROD ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1463,4
212,NAGADA - KHACHAROD ,GEN,RADHESHYAM SINGH MAKLA,M,SC,30,IND,351,10
212,NAGADA - KHACHAROD ,GEN,RAMCHANDR PARMAR,M,SC,54,AIFB,699,8
212,NAGADA - KHACHAROD ,GEN,VIKRAM VYAS,M,GEN,34,IND,979,6
213,MAHIDPUR,GEN,BARAKTULLA KHAN,M,GEN,68,IND,1350,7
213,MAHIDPUR,GEN,BHADURSINGH CHOUHAN,M,GEN,46,BJP,71096,1
213,MAHIDPUR,GEN,DINESH JAIN BOSS,M,GEN,47,IND,50462,2
213,MAHIDPUR,GEN,DR KALPANA PARULEKAR,F,GEN,61,INC,7058,3
213,MAHIDPUR,GEN,DURGESH DABI,M,SC,27,AIFB,827,9
213,MAHIDPUR,GEN,GOPAL SINGH PANWAR RATNYAKHEDI,M,GEN,28,SP,1549,6
213,MAHIDPUR,GEN,MAMTA SHARMA,F,GEN,32,IND,1060,8
213,MAHIDPUR,GEN,NAGULAL MALVIYA,M,SC,35,BSP,2028,5
213,MAHIDPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,2150,4
214,TARANA ,SC,ANIL FIROJIYA,M,SC,42,BJP,64792,1
214,TARANA ,SC,ANIL PALE,M,SC,27,BA S D,1490,4
214,TARANA ,SC,GOVIND MALVIYA,M,SC,38,IND,773,6
214,TARANA ,SC,ISHWAR SINH BODANA (BAGRI),M,SC,25,PRSP,320,8
214,TARANA ,SC,MOHANLAL MALVIYA,M,SC,47,BSP,1216,5
214,TARANA ,SC,None of the Above,NULL,NULL,NULL,NOTA,2070,3
214,TARANA ,SC,RAJENDRA RADHAKISHAN MALVIYA,M,SC,45,INC,48657,2
214,TARANA ,SC,RAJESH MALVIYA (MAKENIK),M,SC,30,LJP,258,9
214,TARANA ,SC,VIKRAM DHANAK GUJRATI,M,SC,39,SP,539,7
215,GHATIYA,SC,ANOKHILAL MALVIYA,M,SC,38,LJP,278,9
215,GHATIYA,SC,GIRDHARILAL,M,SC,67,IND,427,8
215,GHATIYA,SC,KANIRAM SON OF DUDHA,M,SC,55,IND,828,6
215,GHATIYA,SC,MUKESH GUJRATI BALAI,M,SC,35,SP,717,7
215,GHATIYA,SC,None of the Above,NULL,NULL,NULL,NOTA,2206,4
215,GHATIYA,SC,PROF SAVITRI BAHAN,F,SC,43,BSP,3177,3
215,GHATIYA,SC,RAMLAL MALVIYA,M,SC,46,INC,56723,2
215,GHATIYA,SC,SATISH MALVIYA,M,SC,31,BJP,74092,1
215,GHATIYA,SC,SUNIL MALVIYA,M,SC,33,IND,1793,5
216,UJJAIN NORTH,GEN,ABDUL RAJJAK  LALA,M,GEN,43,BSP,1145,4
216,UJJAIN NORTH,GEN,IRSHAIDUDDIN SHAIK (JHIRNIYA),M,GEN,31,SP,440,6
216,UJJAIN NORTH,GEN,JAGDISHCHANDRA BAHTT,M,GEN,48,SHS,418,7
216,UJJAIN NORTH,GEN,None of the Above,NULL,NULL,NULL,NOTA,2575,3
216,UJJAIN NORTH,GEN,PARASCHANDRA  JAIN,M,GEN,63,BJP,72815,1
216,UJJAIN NORTH,GEN,QAZI HIFZURRAHMAN,M,GEN,57,IND,317,8
216,UJJAIN NORTH,GEN,QAZI MOLANA ARIF NADVI,M,GEN,39,IND,478,5
216,UJJAIN NORTH,GEN,VIVEK JAGDISH YADAV,M,GEN,36,INC,47966,2
217,UJJAIN SOUTH,GEN,AZIZ GULAMNABI,M,GEN,60,IND,97,9
217,UJJAIN SOUTH,GEN,DHANESH,M,GEN,28,IND,415,6
217,UJJAIN SOUTH,GEN,DR MOHAN YADAV,M,GEN,48,BJP,73108,1
217,UJJAIN SOUTH,GEN,ER BRAJMOHAN MALVIYA,M,SC,25,IND,454,5
217,UJJAIN SOUTH,GEN,JAY SINGH DARBAR,M,GEN,31,IND,393,7
217,UJJAIN SOUTH,GEN,JAYSINGH DARBAR,M,GEN,46,INC,63456,2
217,UJJAIN SOUTH,GEN,LAXMINARAYAN MARMAT,M,SC,47,BSP,1200,4
217,UJJAIN SOUTH,GEN,MANJU SENGAR,F,SC,29,SP,143,8
217,UJJAIN SOUTH,GEN,None of the Above,NULL,NULL,NULL,NOTA,2311,3
218,BADNAGAR,GEN,DASHRATH BHAI GUJRATI,M,SC,39,BSP,1816,4
218,BADNAGAR,GEN,MAHESH PATEL,M,GEN,45,INC,45544,2
